	0	1	2	3
0	-65.0	0.05	0.6	0.32
1	-65.11827647359759	0.052256469618803876	0.599871529613706	0.31941051363286577
2	-65.14654104556269	0.05205036300854798	0.5999821479487665	0.3187720235884469
3	-65.14141836319561	0.05203921617868356	0.6001194425439514	0.3182149920068844
4	-65.11565176229846	0.05217242699617564	0.6001773549282862	0.3177938644122155
5	-65.08026381610463	0.05238050747062613	0.6001072484837273	0.31752379168038175
6	-65.0438104707124	0.05260734195404548	0.5999037144200069	0.3173923628422106
7	-65.0120729588694	0.0528131482396404	0.599589500554031	0.31737102584340104
8	-64.98822176989478	0.05297419016585907	0.5992020227137507	0.3174246580707563
9	-64.97324104661332	0.05308093620565406	0.5987824779494055	0.31751880471476385
10	-64.96648878218285	0.05313486861733563	0.5983679731268836	0.3176244957581421
11	-64.96630954467102	0.053144964833957344	0.5979868257730484	0.31772071951044695
12	-64.97059153249013	0.053123921463363685	0.5976567625080342	0.31779491646255664
13	-64.97722892626642	0.05308510586058757	0.5973852122944017	0.31784214446927295
14	-64.98444490305346	0.05304023137692671	0.5971711440585769	0.31786333471913214
15	-64.99095922291998	0.052998098775787324	0.5970077190376942	0.3178631722572915
16	-64.99602186463311	0.052964147159290306	0.5968849493872099	0.31784813592940536
17	-64.9993540466158	0.052940768359098035	0.59679201089399	0.31782490145792164
18	-65.00103613880015	0.05292792005541053	0.5967189528059659	0.31779923651694997
19	-65.00137188239677	0.05292398458535346	0.5966577305325038	0.31777541035533136
20	-65.00076733982335	0.052926531318167894	0.5966026076871455	0.3177560390144605
21	-64.99963591600391	0.052932955184775754	0.5965500770958594	0.31774224407550233
22	-64.9983329082673	0.05294097023658904	0.5964985370056108	0.3177339575417737
23	-64.99711950817635	0.05294875000922277	0.5964477633050049	0.31773032828824754
24	-64.99615516708708	0.052955179640594346	0.5963983684555307	0.317730116018157
25	-64.99550878004872	0.05295969322351444	0.5963513265250326	0.3177319995453725
26	-64.99517711294777	0.05296221299770456	0.5963076231017728	0.31773480338351245
27	-64.995108905573	0.052963001240233204	0.5962680224777596	0.3177376209989606
28	-64.99523177907102	0.052962488725710063	0.5962329447626692	0.3177398783570681
29	-64.99546505765757	0.05296116568531597	0.5962024734683858	0.31774127874650543
30	-64.99573914868405	0.05295949194748519	0.5961763833067908	0.3177417781389678
31	-64.99600176332595	0.05295781895816477	0.5961542379542688	0.31774149714976757
32	-64.99621806717904	0.05295639009300957	0.5961354806028346	0.31774064457531404
33	-64.99637259406009	0.05295533158507914	0.5961195205013513	0.3177394597342829
34	-64.99646416689434	0.052954669119639086	0.5961058034852662	0.3177381599470776
35	-64.99650113874857	0.05295436195993558	0.5960938523201468	0.31773691587691155
36	-64.9964971048032	0.05295433279718078	0.5960832832689249	0.31773584242741065
37	-64.9964673397795	0.05295448672903067	0.5960738183255334	0.31773499409124023
38	-64.9964258387124	0.05295473376261479	0.5960652600955809	0.3177343823953126
39	-64.99638380091237	0.0529549992211071	0.5960574826705073	0.3177339840115619
40	-64.99634892729577	0.05295522945264257	0.5960504106384066	0.3177337549790677
41	-64.99632530901643	0.0529553936187585	0.5960440005293229	0.3177336429728297
42	-64.99631334432883	0.05295548492902628	0.5960382306275415	0.3177335953271136
43	-64.99631129204892	0.052955511529314554	0.5960330770696245	0.317733571072568
44	-64.99631650801315	0.05295548870580847	0.5960285050962917	0.317733544195783
45	-64.99632626687101	0.052955433314151555	0.5960244712219883	0.3177335012563291
46	-64.99633792952945	0.052955362446208215	0.5960209260800609	0.3177334385169417
47	-64.99634946192315	0.052955289606319636	0.596017818897825	0.31773335673595354
48	-64.99635947652826	0.05295522440728338	0.5960150982581617	0.3177332607854727
49	-64.99636716834253	0.05295517280830359	0.5960127141561468	0.3177331574938509
50	-64.99637237013701	0.052955136574940824	0.596010621469896	0.3177330535546562
51	-64.99637500855653	0.052955116911179614	0.5960087750858286	0.31773295630523046
52	-64.99637549107908	0.0529551115058137	0.5960071409396343	0.3177328688685306
53	-64.9963749736795	0.0529551134690931	0.5960056852067073	0.31773279826041434
54	-64.99637397217992	0.05295511941331027	0.596004385200685	0.31773274345144836
55	-64.99637320174924	0.05295512458636138	0.5960032228814716	0.3177327028188646
56	-64.99637294654093	0.052955126709691956	0.5960021870205205	0.3177326707307453
57	-64.9963732194527	0.052955125497167674	0.5960012655302656	0.31773264424455916
58	-64.99637389419674	0.0529551214850394	0.5960004497584462	0.31773261946090336
59	-64.99637465898586	0.052955116680000754	0.5959997285986054	0.3177325955893809
60	-64.99637535110728	0.05295511224105973	0.5959990912658563	0.31773257342213157
61	-64.99637589888789	0.05295510862038367	0.595998528080151	0.3177325524048849
62	-64.99637643389599	0.05295510504729959	0.5959980295711297	0.31773253329915474
63	-64.99637680339247	0.0529551026417583	0.5959975871085194	0.3177325172988887
64	-64.99637711111949	0.05295510060275379	0.5959971963003714	0.3177325027187806
65	-64.99637730406646	0.052955099376344114	0.595996848993833	0.317732490496806
66	-64.9963774404642	0.05295509853601379	0.5959965417372194	0.31773247993896897
67	-64.99637752678157	0.052955098061320906	0.5959962684587826	0.31773247109426533
68	-64.99637761037359	0.052955097623131074	0.5959960258659524	0.3177324635980423
69	-64.99637772358197	0.052955097000272594	0.5959958098988654	0.31773245718041787
70	-64.9963778348669	0.05295509639224459	0.5959956185776476	0.3177324516897305
71	-64.99637797535567	0.05295509558384528	0.5959954481619223	0.3177324468434169
72	-64.99637816219399	0.05295509444241438	0.5959952966822492	0.31773244231462444
73	-64.99637834319462	0.052955093336854775	0.5959951608990753	0.317732438329297
74	-64.99637852857339	0.052955092175924826	0.595995040223259	0.31773243456224304
75	-64.99637871365812	0.05295509097248343	0.5959949344158529	0.3177324307848255
76	-64.99637888300867	0.052955089853272054	0.5959948401946907	0.3177324271990547
77	-64.99637902204381	0.052955088916812436	0.5959947566280931	0.31773242381095984
78	-64.99637911488512	0.052955088263391174	0.5959946838142058	0.31773242058038736
79	-64.99637917067619	0.052955087843379586	0.5959946198808441	0.3177324175648868
80	-64.99637919821309	0.05295508761131306	0.5959945631750942	0.3177324148534625
81	-64.9963791879249	0.052955087640362025	0.5959945133696354	0.31773241256582496
82	-64.99637915045558	0.05295508786311142	0.5959944695117283	0.3177324106938914
83	-64.99637910646413	0.05295508813805593	0.5959944305992061	0.31773240912061784
84	-64.99637906559916	0.05295508841421616	0.5959943959529206	0.31773240797109853
85	-64.99637902704077	0.05295508869234902	0.5959943650640592	0.3177324071697725
86	-64.9963789662502	0.05295508911490527	0.5959943377717678	0.317732406488609
87	-64.99637892129383	0.05295508944344445	0.5959943133688479	0.31773240603008224
88	-64.9963789066609	0.052955089580361464	0.5959942914945905	0.31773240574499
89	-64.99637893878543	0.052955089414383254	0.595994271870374	0.31773240557524624
90	-64.99637900748426	0.05295508900907382	0.59599425424302	0.317732405474585
91	-64.99637904600131	0.05295508880053673	0.5959942383253851	0.31773240543027503
92	-64.99637910050839	0.052955088478736055	0.5959942241325146	0.3177324053402511
93	-64.99637917001368	0.052955088044075824	0.5959942116641488	0.31773240512916207
94	-64.9963792527796	0.05295508750104938	0.5959942009967797	0.3177324047147231
95	-64.99637934232017	0.05295508689397049	0.5959941919308357	0.3177324041134974
96	-64.99637941962335	0.052955086376402824	0.5959941833051242	0.31773240364644206
97	-64.99637948515233	0.052955085925489295	0.5959941758175884	0.31773240309318157
98	-64.99637952993898	0.05295508559999679	0.5959941694773332	0.3177324024559479
99	-64.9963795438137	0.052955085466849454	0.5959941643300471	0.31773240174208245
100	-64.99637942947433	0.05295508559773043	0.5959941604352321	0.31773240097032357
101	-55.9755124652382	0.10885113413611458	0.5755544189792293	0.33075109991651136
102	28.345765984867818	0.7197967452995114	0.3967922062997506	0.4423854260651563
103	3.447968678701785	0.988329599948578	0.14711172562513186	0.7331085387210493
104	-42.962556620479404	0.753329404633719	0.07635860710199853	0.7662967494076679
105	-75.05814109500612	0.021585597020865648	0.14421007607262057	0.6891325340185565
106	-74.0423171262218	0.017018164345483488	0.23236784798459165	0.6091500867123953
107	-72.6015566238175	0.020244310785759768	0.30433469835081145	0.5441030434084113
108	-70.8181847358784	0.02509073968626891	0.3613786771673622	0.4924407550272543
109	-68.7966515129164	0.03196174513140377	0.4047974938798085	0.45284857042536497
110	-66.68663860080258	0.04107621219777566	0.4358945692214944	0.4240776528514074
111	-64.62473572093894	0.052359342513977156	0.45595767921312513	0.4048165878821862
112	-62.68140446679847	0.06556878512511145	0.4662168696048818	0.3936904427454467
113	-60.83774071799818	0.08067950300891541	0.4677388942828892	0.38939866686323915
114	-58.965106473371904	0.09854488989801334	0.4611804147927531	0.39095582446628313
115	-56.65582579509206	0.12296302861153949	0.44604724473144386	0.3981869060112259
116	-51.52539505733469	0.17701343754215937	0.41615322845166536	0.4143691803440805
117	28.990318880503047	0.8482368517521618	0.25678017182674	0.5386759158720688
118	-12.051399251028748	0.9671120639907308	0.09747920678829508	0.7402616345651465
119	-62.55394441213934	0.42017239889689406	0.07737497882883414	0.7340748841078925
120	-74.64336733046044	0.01657297381675453	0.1678930302631529	0.6493234451122034
121	-73.40743920780174	0.018368962788007603	0.25068977099541695	0.5766193723509968
122	-71.79649728885562	0.02230661550869308	0.3175175629759054	0.5180785519170371
123	-69.88429821239315	0.028064656821647615	0.36973149041726383	0.4722800890806066
124	-67.80326880394517	0.035979812182785065	0.4087003274664208	0.43796048419560923
125	-65.70569420749938	0.04612651176784429	0.435786563267449	0.41384763156822124
126	-63.70344186869542	0.058301653655417625	0.4523141561664622	0.39858450051102984
127	-61.82896812264155	0.07227144034117067	0.45950661842150897	0.39079501041441184
128	-60.024151020129786	0.08823360243280315	0.45834432933224484	0.38926564384372847
129	-58.098682358398754	0.10768923687038424	0.44922836599571997	0.39322837656195475
130	-55.37132457607961	0.13728920729197158	0.4307312483537046	0.4031416339406674
